L,a,b
0.805453,-0.120114,-0.028461
0.412439,-0.041604,0.059390
0.795015,-0.180785,0.161945
0.457533,0.007944,-0.151299
0.539620,0.101606,0.076593
0.508373,-0.029801,0.101309
0.765696,-0.101754,-0.058008
0.369292,-0.034749,0.039933
0.802831,-0.175057,0.161197
0.449918,-0.002814,-0.151327
0.512509,0.076706,0.074057
0.522008,-0.028632,0.096438
0.769891,-0.121238,-0.016302
0.387059,-0.036260,0.060219
0.787505,-0.183083,0.160893
0.470988,-0.011382,-0.163415
0.486717,0.090397,0.074390
0.516869,-0.028100,0.091437
0.794630,-0.118800,-0.027728
0.375582,-0.050709,0.051129
0.749867,-0.163638,0.147110
0.475931,-0.017156,-0.150821
0.519139,0.088397,0.088321
0.539194,-0.042153,0.099474
0.732525,-0.102877,-0.050947
0.374490,-0.045547,0.065042
0.771650,-0.177846,0.154674
0.478339,-0.015817,-0.120783
0.554842,0.091125,0.095841
0.525531,-0.013124,0.092383
0.730613,-0.096174,-0.048559
0.382861,-0.028543,0.038948
0.786838,-0.185087,0.155856
0.484903,-0.022921,-0.143881
0.564385,0.070720,0.088744
0.525309,-0.036776,0.095597
0.746175,-0.099585,-0.053468
0.387009,-0.061739,0.062258
0.783864,-0.182380,0.160193
0.495594,-0.028061,-0.145256
0.499581,0.092695,0.071215
0.521830,-0.039434,0.098734
0.806566,-0.185535,0.160734
0.472988,-0.014278,-0.180906
0.525128,0.057349,0.070762
0.545208,-0.064258,0.106680
0.753108,-0.093608,-0.056476
0.372381,-0.035151,0.044950
0.774057,-0.172492,0.150777
0.460808,-0.004449,-0.201970
0.545409,0.103798,0.070341
0.547939,-0.054583,0.106392
0.741040,-0.105766,-0.048436
0.355286,-0.009276,0.040213
0.781853,-0.175795,0.158890
0.455891,-0.013849,-0.159622
0.560526,0.079776,0.102083
0.539702,-0.018430,0.096818
0.744502,-0.099217,-0.044694
0.397303,-0.065833,0.065407
0.775809,-0.179066,0.157336
0.457898,0.000917,-0.183390
0.563252,0.087144,0.099568
0.539255,-0.018736,0.102185
0.746629,-0.098035,-0.067261
0.386793,-0.031843,0.053229
0.767114,-0.184165,0.155845
0.450645,-0.022452,-0.180954
0.523984,0.070161,0.068163
0.507930,-0.003915,0.092604
0.747462,-0.102913,-0.063909
0.409110,-0.059059,0.055291
0.790596,-0.179221,0.159947
0.448653,-0.021215,-0.165078
0.544833,0.060005,0.091025
0.520073,-0.045794,0.101997
0.755005,-0.104965,-0.053378
0.403204,-0.047260,0.046145
0.769034,-0.174127,0.154561
0.466257,-0.011254,-0.182625
0.543589,0.073305,0.093684
0.537617,-0.027298,0.107145
0.737909,-0.107210,-0.055850
0.412075,-0.042274,0.065343
0.802925,-0.178428,0.163073
0.447691,-0.000395,-0.159000
0.513069,0.094097,0.076341
0.576481,-0.053051,0.100810
0.771658,-0.106520,-0.049834
0.348856,-0.021451,0.041334
0.786316,-0.170699,0.151605
0.456920,-0.009981,-0.170614
0.513968,0.096700,0.075140
0.539320,-0.045768,0.104145
0.710157,-0.081272,-0.083671
0.409566,-0.040037,0.050030
0.788968,-0.182498,0.156126
0.433900,-0.013309,-0.162941
0.539222,0.082817,0.092359
0.541296,-0.048939,0.103710
0.736931,-0.092080,-0.074586
0.404706,-0.044505,0.060623
0.801210,-0.178207,0.160780
0.433869,-0.013593,-0.193081
0.551770,0.055057,0.091442
0.518374,-0.021971,0.100493
0.780477,-0.121388,-0.030353
0.428059,-0.059441,0.071373
0.794942,-0.182225,0.160812
0.460612,-0.007357,-0.168649
0.574345,0.073312,0.104702
0.575213,-0.043079,0.103626
0.774456,-0.117683,-0.035509
0.419048,-0.039761,0.065014
0.772954,-0.170995,0.152095
0.472344,-0.010080,-0.190220
0.535484,0.069637,0.091903
0.547881,-0.052797,0.108480
0.782854,-0.120184,-0.019782
0.376434,-0.029332,0.034717
0.809774,-0.189252,0.165738
0.448763,-0.014989,-0.148256
0.515276,0.082857,0.080937
0.548873,-0.012597,0.103150
0.758756,-0.120469,-0.021465
0.410684,-0.048373,0.057594
0.789583,-0.180487,0.155041
0.444031,-0.009157,-0.190084
0.521967,0.052256,0.091138
0.542915,-0.055577,0.103288
0.773365,-0.107690,-0.043576
0.389025,-0.016230,0.050689
0.777244,-0.181763,0.158112
0.455084,-0.009226,-0.164070
0.526759,0.102720,0.087471
0.539531,-0.025779,0.101649
0.733084,-0.099855,-0.053645
0.372838,-0.042793,0.032059
0.769889,-0.178545,0.154023
0.445389,-0.011929,-0.179671
0.530242,0.084454,0.089569
0.541385,-0.018713,0.102449
0.749533,-0.098561,-0.073438
0.398691,-0.043276,0.057083
0.775907,-0.169196,0.159281
0.430630,-0.013551,-0.196902
0.537399,0.072804,0.096001
0.547608,-0.048953,0.103916
0.754845,-0.102225,-0.049986
0.438589,-0.060610,0.074265
0.821229,-0.191639,0.164775
0.444036,0.001469,-0.183814
0.520733,0.080273,0.092289
0.574548,-0.060281,0.112818
0.753629,-0.110589,-0.041743
0.412819,-0.046050,0.065419
0.778025,-0.168543,0.154782
0.450358,-0.000208,-0.184439
0.568534,0.061274,0.107304
0.520034,-0.024373,0.096720
0.740622,-0.110162,-0.036925
0.401279,-0.032740,0.061456
0.776678,-0.176573,0.153293
0.460760,-0.015377,-0.174229
0.554031,0.069850,0.093110
0.533392,-0.053485,0.100108
0.738988,-0.099435,-0.053684
0.367772,-0.027736,0.029239
0.780445,-0.187162,0.155266
0.447572,-0.015186,-0.150940
0.559925,0.072343,0.091198
0.541093,-0.035029,0.100530
0.748658,-0.102357,-0.050717
0.375325,-0.024302,0.047985
0.819828,-0.186056,0.163965
0.448828,-0.018843,-0.179949
0.539836,0.081926,0.070412
0.525619,-0.033680,0.096993
0.743880,-0.105001,-0.045894
0.383800,-0.043158,0.065999
0.778459,-0.176362,0.160032
0.473924,-0.006741,-0.156971
0.562734,0.056056,0.093698
0.528656,-0.052285,0.088775
0.721378,-0.097586,-0.040743
0.419621,-0.067961,0.067287
0.785495,-0.172900,0.158136
0.448171,0.008982,-0.177324
0.561212,0.058046,0.106895
0.529818,-0.038430,0.102960
0.737744,-0.103400,-0.045721
0.415406,-0.049126,0.069345
0.811480,-0.185423,0.165342
0.420410,-0.011971,-0.186112
0.546053,0.086721,0.097022
0.543724,-0.024653,0.106532
0.753458,-0.113553,-0.031354
0.415134,-0.040609,0.054641
0.836675,-0.192824,0.168751
0.468548,-0.017633,-0.154526
0.548820,0.065867,0.082541
0.553316,-0.036300,0.100445
0.748358,-0.099357,-0.059157
0.375458,-0.038862,0.040629
0.796135,-0.186037,0.161310
0.477197,-0.002057,-0.181949
0.566423,0.075506,0.096561
0.551548,-0.026637,0.106696
0.744489,-0.099874,-0.038132
0.389711,-0.022185,0.052913
0.827974,-0.187419,0.166893
0.463802,-0.006608,-0.171362
0.529366,0.072989,0.091530
0.519912,-0.022428,0.089660
0.731614,-0.087074,-0.081495
0.396808,-0.015025,0.045633
0.767412,-0.175493,0.150960
0.436425,-0.014515,-0.184305
0.560195,0.051082,0.095396
0.575973,-0.056791,0.112871
0.781005,-0.117397,-0.018611
0.412877,-0.055610,0.069361
0.788842,-0.170911,0.159656
0.489419,-0.019940,-0.165556
0.535792,0.074759,0.085668
0.528104,-0.013881,0.101933
0.773427,-0.117227,-0.035341
0.358331,-0.032534,0.050303
0.803361,-0.192940,0.161599
0.470381,-0.020021,-0.152506
0.527957,0.072688,0.086941
0.557137,-0.030578,0.111303
0.751296,-0.104354,-0.052148
0.427081,-0.041008,0.075555
0.796771,-0.182396,0.162576
0.470865,-0.022185,-0.165667
0.523328,0.062969,0.088016
0.564613,-0.057590,0.108735
0.751400,-0.099703,-0.044343
0.404267,-0.032921,0.062738
0.775091,-0.176775,0.159195
0.464347,-0.013043,-0.167466
0.575957,0.078118,0.089549
0.518162,0.001188,0.103696
0.753730,-0.107147,-0.044190
0.367977,-0.018507,0.026395
0.795515,-0.180400,0.162647
0.454060,-0.013339,-0.170481
0.535935,0.090647,0.091194
0.553611,-0.031482,0.102392
0.737353,-0.098142,-0.046182
0.393664,-0.042349,0.054865
0.753970,-0.170430,0.151487
0.467728,-0.022580,-0.161160
0.548183,0.065747,0.085012
0.564350,-0.025100,0.110291
0.795350,-0.115601,-0.040253
0.425176,-0.041295,0.058944
0.805600,-0.184240,0.164769
0.454043,0.005285,-0.161618
0.545172,0.093093,0.078837
0.518402,-0.028056,0.104180
0.755861,-0.097508,-0.070191
0.382461,-0.034365,0.039207
0.813310,-0.178733,0.164332
0.446753,-0.005001,-0.161502
0.518956,0.067711,0.076555
0.531861,-0.027229,0.100107
0.759600,-0.116489,-0.028091
0.399974,-0.036019,0.059927
0.798149,-0.186460,0.163652
0.468239,-0.013116,-0.173263
0.492438,0.081694,0.076557
0.526682,-0.026841,0.095489
0.784494,-0.114262,-0.039556
0.388543,-0.050339,0.050558
0.760489,-0.167533,0.150724
0.472898,-0.018303,-0.160828
0.524997,0.079795,0.090273
0.548828,-0.040794,0.103108
0.722630,-0.098334,-0.063191
0.387403,-0.045393,0.065112
0.782295,-0.181439,0.157896
0.474302,-0.016670,-0.131313
0.560702,0.082629,0.097749
0.535448,-0.011890,0.096499
0.720485,-0.091954,-0.060887
0.395955,-0.028197,0.038215
0.797433,-0.188700,0.159297
0.481748,-0.023574,-0.153925
0.571076,0.061860,0.091124
0.535034,-0.035445,0.099383
0.736218,-0.095311,-0.065722
0.399735,-0.061490,0.062006
0.794521,-0.185757,0.162947
0.492562,-0.028342,-0.155193
0.505318,0.083979,0.073518
0.531603,-0.037954,0.102145
0.816439,-0.189165,0.163812
0.471588,-0.016193,-0.189683
0.531825,0.047840,0.072995
0.555588,-0.063175,0.109703
0.743304,-0.089618,-0.068770
0.386473,-0.034784,0.044355
0.783955,-0.176377,0.154228
0.459920,-0.007527,-0.210409
0.550370,0.094988,0.072051
0.558409,-0.053490,0.109514
0.731370,-0.101193,-0.060612
0.369601,-0.009110,0.039582
0.791801,-0.179377,0.161589
0.454014,-0.015598,-0.168775
0.566162,0.070819,0.103525
0.550416,-0.017596,0.100718
0.734567,-0.095005,-0.056929
0.410849,-0.065627,0.065292
0.785812,-0.182594,0.160101
0.456299,-0.002219,-0.192301
0.568651,0.078277,0.101003
0.550045,-0.017719,0.105610
0.737183,-0.093772,-0.079532
0.400737,-0.031551,0.052779
0.777210,-0.187566,0.158599
0.449925,-0.023531,-0.189438
0.530216,0.060745,0.070289
0.518926,-0.003053,0.096440
0.738078,-0.098410,-0.076112
0.422703,-0.058706,0.054775
0.800520,-0.182807,0.162744
0.447350,-0.022342,-0.173938
0.551269,0.050703,0.092838
0.530765,-0.044616,0.105047
0.745394,-0.100525,-0.065538
0.416973,-0.046867,0.045509
0.779014,-0.177789,0.157509
0.464893,-0.013460,-0.191395
0.549495,0.064165,0.095296
0.548432,-0.026042,0.110000
0.728507,-0.102394,-0.068006
0.425718,-0.042039,0.065173
0.812788,-0.182026,0.165763
0.445472,-0.003085,-0.168363
0.518157,0.085163,0.077936
0.586703,-0.052330,0.104782
0.761968,-0.102176,-0.061929
0.363222,-0.021163,0.040728
0.796126,-0.174692,0.155174
0.455250,-0.012163,-0.179618
0.518961,0.087815,0.076726
0.549906,-0.044673,0.107348
0.700777,-0.077473,-0.096214
0.423323,-0.039675,0.049458
0.798895,-0.186173,0.159340
0.432394,-0.015204,-0.171960
0.544751,0.073805,0.093881
0.551829,-0.047887,0.106988
0.727529,-0.087995,-0.086948
0.418420,-0.044205,0.060309
0.811058,-0.181897,0.163721
0.433438,-0.015861,-0.201385
0.558392,0.045741,0.093322
0.529276,-0.020840,0.103703
0.770731,-0.116561,-0.042184
0.441463,-0.059222,0.071342
0.804869,-0.185774,0.163613
0.458753,-0.009679,-0.177747
0.580244,0.064304,0.106209
0.585577,-0.042247,0.107407
0.764736,-0.112936,-0.047421
0.432656,-0.039524,0.064792
0.782857,-0.174851,0.155393
0.471099,-0.012454,-0.198879
0.541519,0.060425,0.093558
0.558407,-0.051598,0.111370
0.772815,-0.115582,-0.031574
0.390562,-0.028976,0.034023
0.819710,-0.192620,0.168258
0.446642,-0.016537,-0.157593
0.520812,0.073728,0.082595
0.559647,-0.011629,0.106647
0.748818,-0.115585,-0.033312
0.424352,-0.048026,0.057160
0.799480,-0.184238,0.158370
0.443153,-0.011769,-0.198617
0.528636,0.042848,0.092928
0.553356,-0.054578,0.106624
0.763560,-0.103351,-0.055638
0.402987,-0.016050,0.050180
0.787269,-0.185223,0.160812
0.453203,-0.011380,-0.173214
0.531419,0.094111,0.088798
0.550258,-0.024774,0.105124
0.723392,-0.095476,-0.065925
0.386903,-0.042401,0.031318
0.779895,-0.182166,0.157069
0.444239,-0.014128,-0.188397
0.535689,0.075444,0.091091
0.552163,-0.017702,0.105885
0.740247,-0.094251,-0.085687
0.412475,-0.042948,0.056684
0.785840,-0.172805,0.161785
0.430394,-0.015893,-0.205086
0.543271,0.063676,0.097539
0.558099,-0.047942,0.107282
0.745083,-0.097938,-0.062174
0.451907,-0.060414,0.074297
0.831090,-0.195166,0.167726
0.442615,-0.001848,-0.192664
0.526267,0.071221,0.093754
0.584883,-0.059159,0.115774
0.743902,-0.105948,-0.053813
0.426440,-0.045796,0.065243
0.787893,-0.172390,0.157886
0.448919,-0.003362,-0.193279
0.574809,0.052166,0.108833
0.530844,-0.023405,0.100344
0.730797,-0.105465,-0.049017
0.415055,-0.032525,0.061204
0.786614,-0.180328,0.156552
0.459347,-0.017154,-0.183074
0.560111,0.060675,0.094814
0.543871,-0.052531,0.103587
0.729272,-0.095126,-0.065953
0.381999,-0.027384,0.028526
0.790461,-0.190702,0.158416
0.445560,-0.016749,-0.160218
0.565954,0.063187,0.092942
0.551713,-0.034074,0.104119
0.738927,-0.098010,-0.062922
0.389413,-0.024031,0.047451
0.829645,-0.189690,0.166962
0.447923,-0.020347,-0.188539
0.545645,0.072705,0.072394
0.536310,-0.032740,0.100665
0.734116,-0.100521,-0.058069
0.397618,-0.043008,0.066109
0.788443,-0.179853,0.162538
0.471556,-0.008859,-0.166326
0.569319,0.046788,0.095559
0.539005,-0.051669,0.093073
0.711341,-0.093295,-0.053054
0.433013,-0.067725,0.067097
0.795381,-0.176614,0.161022
0.446293,0.005396,-0.186435
0.567585,0.048898,0.108427
0.540527,-0.037290,0.106113
0.727945,-0.098947,-0.057932
0.428964,-0.048925,0.069334
0.821365,-0.188902,0.167965
0.419894,-0.014375,-0.194529
0.551406,0.077828,0.098435
0.554502,-0.023485,0.109582
0.743563,-0.108870,-0.043353
0.428828,-0.040268,0.054140
0.846479,-0.196336,0.171583
0.466501,-0.019013,-0.163737
0.555140,0.056559,0.084498
0.563840,-0.035428,0.104207
0.738749,-0.095095,-0.071408
0.389518,-0.038468,0.039965
0.806091,-0.189513,0.164086
0.475408,-0.004820,-0.190915
0.572303,0.066441,0.098186
0.562255,-0.025531,0.109883
0.734425,-0.095664,-0.050336
0.403651,-0.021968,0.052452
0.837775,-0.190998,0.169735
0.461969,-0.009004,-0.180428
0.535250,0.063812,0.093131
0.530638,-0.021686,0.093870
0.722267,-0.083162,-0.093918
0.410742,-0.014823,0.045031
0.777383,-0.179259,0.154283
0.435678,-0.016555,-0.192819
0.566929,0.041795,0.097254
0.586335,-0.055667,0.115854
0.770875,-0.112909,-0.030429
0.426410,-0.055399,0.069360
0.798703,-0.174625,0.162422
0.487560,-0.021225,-0.174572
0.541701,0.065555,0.087408
0.539011,-0.012792,0.105184
0.763691,-0.112497,-0.047261
0.372520,-0.032224,0.049867
0.813324,-0.196379,0.164531
0.468339,-0.021195,-0.161713
0.533901,0.063459,0.088643
0.567844,-0.029313,0.114091
0.741647,-0.099922,-0.064323
0.440542,-0.040960,0.075819
0.806707,-0.185871,0.165175
0.469318,-0.023262,-0.174581
0.529625,0.053627,0.089779
0.574976,-0.056549,0.111921
0.741461,-0.095519,-0.056552
0.418011,-0.032719,0.062518
0.785097,-0.180251,0.161713
0.462591,-0.014922,-0.176503
0.581851,0.069035,0.091327
0.529259,0.002361,0.106635
0.743961,-0.102665,-0.056310
0.382245,-0.018221,0.025690
0.805445,-0.183883,0.165188
0.452538,-0.015264,-0.179418
0.541139,0.081773,0.092637
0.564201,-0.030548,0.106007
0.727435,-0.093916,-0.058455
0.407501,-0.042009,0.054422
0.763996,-0.174116,0.154453
0.466094,-0.023585,-0.170143
0.554480,0.056455,0.086914
0.575029,-0.023956,0.113347
0.785629,-0.111115,-0.052162
0.438776,-0.040978,0.058511
0.815514,-0.187685,0.167298
0.451694,0.002288,-0.171019
0.550477,0.084133,0.080535
0.529303,-0.026789,0.107065
0.746446,-0.093332,-0.082443
0.396498,-0.033990,0.038535
0.823115,-0.182394,0.167121
0.444755,-0.007454,-0.170743
0.525180,0.058316,0.078511
0.542610,-0.026222,0.103600
0.749698,-0.111750,-0.040023
0.413762,-0.035761,0.059623
0.808122,-0.189830,0.166147
0.466620,-0.015047,-0.182197
0.497945,0.072499,0.078221
0.537404,-0.025960,0.099315
0.774744,-0.109751,-0.051503
0.402377,-0.049959,0.050008
0.770434,-0.171375,0.153915
0.471022,-0.019684,-0.169920
0.530599,0.070710,0.091808
0.559379,-0.039807,0.106579
0.713169,-0.093853,-0.075516
0.401194,-0.045197,0.065123
0.792277,-0.184983,0.160760
0.471469,-0.017886,-0.140942
0.566282,0.073671,0.099254
0.546235,-0.011054,0.100377
0.710790,-0.087806,-0.073303
0.409913,-0.027863,0.037542
0.807382,-0.192239,0.162355
0.479759,-0.024477,-0.163060
0.577504,0.052630,0.093017
0.545676,-0.034488,0.102982
0.726689,-0.091107,-0.078054
0.413336,-0.061207,0.061729
0.804507,-0.189128,0.165447
0.490684,-0.028861,-0.164230
0.510839,0.074797,0.075276
0.542289,-0.036865,0.105421
0.825569,-0.192713,0.166523
0.471236,-0.018156,-0.197507
0.538270,0.038096,0.074653
0.566795,-0.062480,0.112662
0.734016,-0.085748,-0.081016
0.401283,-0.034425,0.043807
0.793102,-0.180164,0.157248
0.460003,-0.010542,-0.217926
0.555068,0.085814,0.073175
0.569683,-0.052802,0.112552
0.722215,-0.096721,-0.072753
0.384635,-0.008956,0.039008
0.800982,-0.182913,0.163974
0.453255,-0.017458,-0.176938
0.571481,0.061478,0.104627
0.561880,-0.017179,0.104400
0.725145,-0.090898,-0.069140
0.425126,-0.065383,0.065145
0.795056,-0.186061,0.162543
0.455734,-0.005404,-0.200257
0.573736,0.069023,0.102061
0.561570,-0.017149,0.108892
0.728262,-0.089634,-0.091734
0.415402,-0.031259,0.052352
0.786557,-0.190885,0.161036
0.450245,-0.024602,-0.196963
0.536201,0.051056,0.071828
0.530641,-0.002633,0.100056
0.729214,-0.094023,-0.088251
0.437018,-0.058346,0.054289
0.809685,-0.186337,0.165212
0.447147,-0.023524,-0.181812
0.557413,0.041109,0.094216
0.542252,-0.043870,0.108026
0.736294,-0.096191,-0.077655
0.431459,-0.046481,0.044928
0.788231,-0.181383,0.160101
0.464571,-0.015698,-0.199211
0.555105,0.054676,0.096505
0.559978,-0.025282,0.112859
0.719626,-0.097686,-0.080111
0.440082,-0.041786,0.064989
0.821886,-0.185585,0.168142
0.444368,-0.005928,-0.176733
0.522992,0.075830,0.079016
0.597744,-0.051958,0.108544
0.752778,-0.097933,-0.073988
0.378307,-0.020887,0.040172
0.805183,-0.178590,0.158295
0.454663,-0.014419,-0.187645
0.523701,0.078528,0.077788
0.561283,-0.043995,0.110452
0.691955,-0.073833,-0.108653
0.437796,-0.039319,0.048931
0.808079,-0.189751,0.162164
0.432006,-0.017148,-0.179977
0.549988,0.064414,0.094994
0.563160,-0.047239,0.110155
0.718662,-0.084047,-0.099226
0.432856,-0.043894,0.059998
0.820149,-0.185528,0.166311
0.434005,-0.018015,-0.208745
0.564721,0.036152,0.094758
0.540918,-0.020171,0.106807
0.761470,-0.111808,-0.054012
0.455589,-0.058974,0.071282
0.814042,-0.189262,0.166087
0.457982,-0.012102,-0.185870
0.585819,0.054938,0.107376
0.596732,-0.041794,0.111000
0.755508,-0.108268,-0.059321
0.446985,-0.039273,0.064565
0.792001,-0.178622,0.158281
0.470872,-0.014841,-0.206598
0.547266,0.050871,0.094805
0.569725,-0.050828,0.114221
0.763257,-0.111044,-0.043385
0.405401,-0.028639,0.033406
0.828890,-0.195952,0.170522
0.445677,-0.018231,-0.165924
0.526087,0.064229,0.083773
0.571142,-0.011109,0.109987
0.739371,-0.110766,-0.045177
0.438738,-0.047675,0.056746
0.808634,-0.187891,0.161291
0.443290,-0.014322,-0.206200
0.535021,0.033142,0.094326
0.564615,-0.053964,0.109840
0.754253,-0.099106,-0.067676
0.417668,-0.015874,0.049705
0.796537,-0.188620,0.163203
0.452426,-0.013639,-0.181372
0.535798,0.085058,0.089691
0.561737,-0.024203,0.108448
0.714224,-0.091210,-0.078161
0.401683,-0.042023,0.030658
0.789150,-0.185701,0.159747
0.444143,-0.016322,-0.196154
0.540853,0.066047,0.092191
0.563675,-0.017137,0.109175
0.731485,-0.090068,-0.097855
0.426980,-0.042615,0.056299
0.794986,-0.176420,0.164062
0.431137,-0.018089,-0.212336
0.548846,0.054178,0.098714
0.569391,-0.047329,0.110522
0.735831,-0.093758,-0.074327
0.465946,-0.060187,0.074295
0.840212,-0.198615,0.170331
0.442227,-0.005178,-0.200554
0.531516,0.061763,0.094848
0.596017,-0.058443,0.118678
0.734681,-0.101398,-0.065860
0.440782,-0.045525,0.065052
0.796995,-0.176173,0.160608
0.448513,-0.006536,-0.201163
0.580758,0.042707,0.110071
0.542414,-0.022866,0.103790
0.721481,-0.100856,-0.061097
0.429552,-0.032297,0.060946
0.795799,-0.183991,0.159410
0.459005,-0.018980,-0.190950
0.565893,0.051179,0.096090
0.555171,-0.051956,0.106922
0.720077,-0.090930,-0.078179
0.396936,-0.027052,0.027897
0.799744,-0.194131,0.161189
0.444696,-0.018444,-0.168492
0.571686,0.053718,0.094230
0.563111,-0.033528,0.107542
0.729710,-0.093771,-0.075089
0.404220,-0.023766,0.046954
0.838717,-0.193254,0.169604
0.448066,-0.021841,-0.196164
0.551196,0.063182,0.073793
0.547784,-0.032209,0.104156
0.724865,-0.096143,-0.070216
0.412166,-0.042821,0.066160
0.797651,-0.183337,0.164821
0.470299,-0.011159,-0.174704
0.575603,0.037248,0.096980
0.550205,-0.051380,0.097114
0.701830,-0.089109,-0.065347
0.447129,-0.067460,0.066890
0.804502,-0.180276,0.163563
0.445463,0.001718,-0.194582
0.573634,0.039398,0.109684
0.552011,-0.036587,0.109175
0.718663,-0.094596,-0.070115
0.443246,-0.048695,0.069289
0.830495,-0.192338,0.170291
0.420404,-0.016663,-0.201982
0.556455,0.068531,0.099479
0.566015,-0.022783,0.112557
0.734168,-0.104266,-0.055350
0.443238,-0.039929,0.053673
0.855542,-0.199786,0.174089
0.465580,-0.020538,-0.171964
0.561180,0.046977,0.085940
0.575145,-0.034951,0.107780
0.729659,-0.090949,-0.083605
0.404296,-0.038086,0.039362
0.815297,-0.192923,0.166541
0.474657,-0.007673,-0.198933
0.577875,0.057041,0.099395
0.573702,-0.024876,0.112971
0.724870,-0.091554,-0.062529
0.418311,-0.021752,0.052016
0.846828,-0.194520,0.172246
0.461212,-0.011496,-0.188523
0.540848,0.054275,0.094332
0.542141,-0.021339,0.097818
0.713461,-0.079396,-0.106245
0.425390,-0.014632,0.044483
0.786605,-0.182924,0.157195
0.435965,-0.018535,-0.200371
0.573360,0.032240,0.098692
0.597490,-0.054954,0.118779
0.761227,-0.108486,-0.042270
0.440668,-0.055157,0.069323
0.807792,-0.178301,0.164860
0.486788,-0.022640,-0.182627
0.547331,0.056021,0.088678
0.550637,-0.012171,0.108320
0.754447,-0.107847,-0.059169
0.387434,-0.031911,0.049446
0.822554,-0.199725,0.167122
0.467427,-0.022519,-0.169935
0.539568,0.053891,0.089899
0.579282,-0.028542,0.116893
0.732511,-0.095596,-0.076458
0.454727,-0.040874,0.076025
0.815884,-0.189303,0.167480
0.468863,-0.024432,-0.182523
0.535644,0.043967,0.091113
0.586144,-0.055901,0.115012
0.732031,-0.091440,-0.068736
0.432476,-0.032503,0.062289
0.794327,-0.183716,0.164006
0.461926,-0.016896,-0.184565
0.587444,0.059648,0.092616
0.541027,0.003012,0.109546
0.734701,-0.098279,-0.068405
0.397220,-0.017959,0.025075
0.814609,-0.187341,0.167465
0.452101,-0.017247,-0.187375
0.546053,0.072495,0.093666
0.575557,-0.030026,0.109453
0.718036,-0.089799,-0.070700
0.422060,-0.041665,0.054000
0.773255,-0.177733,0.157059
0.465565,-0.024696,-0.178148
0.560495,0.046879,0.088322
0.586436,-0.023274,0.116327
0.776393,-0.106714,-0.064051
0.453093,-0.040660,0.058103
0.824666,-0.191100,0.169563
0.450444,-0.000884,-0.179440
0.555507,0.074821,0.081700
0.540943,-0.026016,0.109938
0.737551,-0.089281,-0.094624
0.411249,-0.033629,0.037930
0.832158,-0.186012,0.169583
0.443870,-0.010024,-0.178991
0.531148,0.048626,0.079943
0.554117,-0.025647,0.106939
0.740291,-0.107085,-0.051960
0.428271,-0.035494,0.059320
0.817333,-0.193179,0.168422
0.466073,-0.017054,-0.190164
0.503213,0.062917,0.079399
0.548897,-0.025489,0.102935
0.765484,-0.105326,-0.063432
0.416932,-0.049578,0.049492
0.779615,-0.175141,0.156711
0.470252,-0.021190,-0.178036
0.535919,0.061241,0.092939
0.570714,-0.039227,0.109904
0.704244,-0.089495,-0.087775
0.415714,-0.044970,0.065087
0.801505,-0.188457,0.163287
0.469813,-0.019356,-0.149584
0.571552,0.064343,0.100368
0.557757,-0.010644,0.104038
0.701632,-0.083787,-0.085659
0.424583,-0.027546,0.036942
0.816593,-0.195682,0.165050
0.478890,-0.025533,-0.171221
0.583633,0.043129,0.094436
0.557100,-0.033940,0.106413
0.717690,-0.087029,-0.090319
0.427665,-0.060901,0.061443
0.813729,-0.192479,0.167726
0.489915,-0.029535,-0.172303
0.516117,0.065251,0.076505
0.553753,-0.036204,0.108582
0.833875,-0.196154,0.168882
0.471852,-0.020070,-0.204346
0.544422,0.028237,0.075746
0.578691,-0.062206,0.115570
0.725337,-0.082049,-0.093072
0.416655,-0.034082,0.043320
0.801417,-0.183828,0.159860
0.460967,-0.013384,-0.224505
0.559473,0.076381,0.073721
0.581625,-0.052548,0.115521
0.713669,-0.092409,-0.084714
0.400225,-0.008819,0.038503
0.809317,-0.186377,0.166061
0.453540,-0.019324,-0.184072
0.576452,0.051860,0.105387
0.573958,-0.017199,0.107882
0.716332,-0.086952,-0.081180
0.439983,-0.065112,0.064981
0.803461,-0.189440,0.164681
0.456126,-0.008504,-0.207231
0.578478,0.059487,0.102742
0.573693,-0.017047,0.112047
0.719953,-0.085671,-0.103724
0.430630,-0.030974,0.051962
0.795075,-0.194098,0.163173
0.451504,-0.025603,-0.203512
0.541901,0.041211,0.072789
0.542939,-0.002676,0.103477
0.720959,-0.089809,-0.100185
0.451904,-0.057987,0.053844
0.818011,-0.189785,0.167369
0.447953,-0.024682,-0.188670
0.563227,0.031333,0.095160
0.554393,-0.043585,0.110951
0.727797,-0.092018,-0.089585
0.446507,-0.046109,0.044414
0.796608,-0.184884,0.162359
0.465212,-0.017866,-0.206042
0.560386,0.044949,0.097311
0.572123,-0.025027,0.115701
0.711352,-0.093148,-0.092023
0.455016,-0.041525,0.064805
0.830143,-0.189077,0.170225
0.444311,-0.008782,-0.184070
0.527545,0.066211,0.079588
0.609467,-0.051961,0.112105
0.744182,-0.093846,-0.085870
0.393948,-0.020628,0.039679
0.813409,-0.182366,0.160991
0.455081,-0.016637,-0.194663
0.528162,0.068950,0.078332
0.573312,-0.043763,0.113473
0.683781,-0.070398,-0.120841
0.452830,-0.038977,0.048463
0.816440,-0.193209,0.164617
0.432645,-0.019032,-0.186965
